subjectid,ageGroup,inquisit.build,computer.platform,startdate,starttime,sessionid,elapsedtime,completed,taskOrder,IP12_1,IP12_2,IP12_3,IP13_1,IP13_2,IP13_3,IP14_1,IP14_2,IP14_3,IP15_1,IP15_2,IP15_3,IP16_1,IP16_2,IP16_3,IP12_1_loss,IP12_2_loss,IP12_3_loss,IP13_1_loss,IP13_2_loss,IP13_3_loss,IP14_1_loss,IP14_2_loss,IP14_3_loss,IP15_1_loss,IP15_2_loss,IP15_3_loss,IP16_1_loss,IP16_2_loss,IP16_3_loss,TotalWinAmount,finalN_reward,finalReward_reward,finalN_loss,finalReward_loss,hitrate_N1,CRrate_N1,hitrate_N2,CRrate_N2,hitrate_N3,CRrate_N3,hitrate_N4,CRrate_N4,hitrate_N5,CRrate_N5,hitrate_N6,CRrate_N6,mentaldemand_1,physicaldemand_1,temporaldemand_1,performance_1,effort_1,frustration_1,mentaldemand_2,physicaldemand_2,temporaldemand_2,performance_2,effort_2,frustration_2,mentaldemand_3,physicaldemand_3,temporaldemand_3,performance_3,effort_3,frustration_3,mentaldemand_4,physicaldemand_4,temporaldemand_4,performance_4,effort_4,frustration_4,mentaldemand_5,physicaldemand_5,temporaldemand_5,performance_5,effort_5,frustration_5,mentaldemand_6,physicaldemand_6,temporaldemand_6,performance_6,effort_6,frustration_6
455,Young,6434,mac,11/11/21,21:14:34,1,2036535,1,1,0.234375,0.1640625,0.46875,0.484375,0.4921875,0.46875,0.484375,0.4921875,0.46875,not run,not run,not run,not run,not run,not run,-0.046875,-0.1171875,-3.03125,-0.015625,-2.1328125,-2.03125,-0.015625,-0.2109375,-2.03125,not run,not run,not run,not run,not run,not run,5.375,1,0.5625,1,-0.1875,0.6,1,1,0.866666667,1,0.933333333,0.6,0.933333333,0,0,0,0,14,4,6,14,18,13,16,4,8,17,19,8,17,6,9,17,15,12,19,9,8,8,19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,Young,6436,win,11/11/21,22:13:35,1,1714331,1,2,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-1.96875,-1.984375,-1.9453125,-3.15625,-1.984375,-2.9765625,-1.96875,not run,not run,not run,not run,not run,not run,3.5,1,0.25,4,-1.75,0.6,0.466666667,0.6,0.266666667,0.6,0.266666667,0,0.266666667,0,0,0,0,11,1,1,1,1,16,11,1,5,1,2,15,3,1,2,1,2,16,17,1,2,1,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,Young,6436,win,11/11/21,21:14:03,1,1642694,1,2,1.890625,2.8828125,3.84375,1.234375,1.9921875,2.96875,0.890625,1.3828125,1.96875,not run,not run,not run,not run,not run,not run,-1.921875,-2.4140625,-3.96875,-0.984375,-0.7734375,-3.96875,-0.484375,-1.4765625,-2.96875,not run,not run,not run,not run,not run,not run,6.5,1,3,1,-1.5,0.8,0.933333333,1,1,1,0.933333333,0.8,0.866666667,0,0,0,0,6,1,14,16,11,7,12,1,8,21,11,1,18,1,14,19,18,6,21,6,18,9,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,Young,6436,win,11/11/21,22:25:47,1,1488320,1,1,1.515625,2.2734375,3.03125,0.671875,0.7265625,1.96875,0.484375,0.7265625,0.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.859375,-0.7265625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.03125,1,1.53125,2,-1.5,0.8,0.8,1,1,1,1,0.8,0.933333333,0,0,0,0,1,1,1,17,1,15,1,1,1,21,1,1,10,1,1,21,14,7,14,1,6,8,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,Young,6436,mac,11/11/21,22:51:02,1,1354347,1,2,1.984375,2.9765625,3.96875,1.546875,1.4296875,0.53125,0.015625,0.2109375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.421875,-1.1953125,-2.65625,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,2.5,1,0.5,3,-3,1,0.866666667,0.8,0.866666667,0.6,0.733333333,0.8,0.733333333,0,0,0,0,8,1,4,16,7,4,13,2,8,10,14,3,16,2,8,8,16,3,14,2,4,12,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,Young,6436,win,11/11/21,22:01:43,1,1649482,1,1,1.609375,2.6015625,3.46875,0.640625,0.6328125,0.34375,0.140625,0.3984375,0.09375,not run,not run,not run,not run,not run,not run,-0.890625,-2.2734375,-2.78125,-0.296875,-0.5859375,-2.03125,-0.484375,-0.3046875,-1.53125,not run,not run,not run,not run,not run,not run,1.375,1,0.375,1,-4,0.4,0.2,0.8,1,0.2,0.933333333,0.4,1,0,0,0,0,7,1,17,1,11,8,7,1,7,19,9,3,10,1,5,1,8,3,8,1,1,4,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,Young,6436,win,11/11/21,23:05:17,1,1244365,1,2,1.984375,2.9765625,3.71875,1.984375,2.9765625,1.96875,1.984375,2.9765625,3.46875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.921875,-1.7109375,-3.96875,-0.984375,-2.5078125,-3.84375,not run,not run,not run,not run,not run,not run,5.515625,3,3,2,-2.484375,0.6,0.6,0.2,0.6,0.4,0.533333333,0.2,0.6,0,0,0,0,2,2,1,11,11,21,1,1,2,11,11,11,1,1,1,11,11,11,1,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,Young,6436,win,11/11/21,20:08:18,1,1317745,1,1,1.359375,0.5390625,1.96875,1.265625,0.0234375,0.46875,1.984375,0.7265625,0.15625,not run,not run,not run,not run,not run,not run,-1.484375,-2.8359375,-3.71875,-1.703125,-2.2265625,-3.03125,-1.734375,-2.9296875,-3.59375,not run,not run,not run,not run,not run,not run,4.875,1,1.375,1,-1.5,0.2,0.533333333,0.4,1,0.2,0.8,0.2,0.533333333,0,0,0,0,21,8,11,8,8,21,18,8,11,6,9,21,11,11,11,11,11,11,21,6,11,2,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,Young,6436,mac,11/11/21,22:18:04,1,1804431,1,2,0.984375,2.9765625,0.96875,1.953125,0.3515625,0.96875,1.984375,2.9765625,1.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.1171875,-3.96875,-1.734375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,6.5,3,3,2,-1.5,1,0,0.4,0.6,0.6,0.133333333,0,0.266666667,0,0,0,0,4,3,2,4,13,5,19,3,2,1,15,16,19,2,2,2,17,18,17,1,1,1,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,Young,6432,ios,11/11/21,20:13:44,1,1693297,1,1,1.640625,2.5546875,3.40625,1.890625,2.2265625,3.21875,0.984375,2.2265625,3.53125,not run,not run,not run,not run,not run,not run,-1.546875,-2.6953125,-3.84375,-1.609375,-1.1015625,-3.59375,-1.171875,-2.5078125,-3.53125,not run,not run,not run,not run,not run,not run,5,3,3,1,-3,1,1,0.8,1,0.6,1,0.6,0.866666667,0,0,0,0,15,8,13,21,13,13,19,9,16,17,20,16,21,12,17,14,21,18,21,15,16,13,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,Young,6432,and,11/12/21,01:04:27,1,1357206,1,2,1.984375,2.9296875,3.46875,1.984375,2.9765625,2.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-2.96875,-1.984375,-0.0234375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.375,3,3,2,-2.625,0.8,0,1,0,0.8,0,1,0,0,0,0,0,7,4,13,17,7,3,16,5,14,21,14,6,18,6,18,17,18,11,21,5,21,21,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,Young,6436,win,11/11/21,22:33:17,1,1579134,1,1,1.734375,2.6015625,3.46875,0.984375,1.8515625,2.71875,0.796875,0.9140625,1.40625,not run,not run,not run,not run,not run,not run,-1.921875,-2.8828125,-3.96875,-0.984375,-0.6328125,-3.09375,-0.734375,-1.7109375,-2.78125,not run,not run,not run,not run,not run,not run,5.5,3,2,1,-1.5,1,1,1,1,0.6,0.733333333,0.4,0.8,0,0,0,0,10,6,10,21,12,11,13,7,12,21,16,15,20,11,17,9,17,20,21,12,19,2,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,Old,6434,win,11/12/21,07:13:27,1,1731975,1,2,0.234375,0.7265625,0.09375,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-0.4921875,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,3.75,1,0.75,1,-2,1,1,0.6,0.733333333,1,0.333333333,0.8,0.533333333,0,0,0,0,2,1,1,21,2,1,19,1,2,4,18,20,21,1,3,4,19,21,21,1,3,14,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,Old,6436,win,11/12/21,05:45:15,1,1979539,1,2,0.015625,0.0234375,0.03125,0.015625,0.3984375,0.03125,0.203125,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-1.4296875,-0.03125,-0.046875,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,2.75,1,0.75,1,-3,0.6,1,0.8,0.866666667,0.8,0.6,0.4,0.8,0,0,0,0,6,11,10,16,13,13,13,7,12,15,13,13,16,8,14,16,16,15,18,7,16,14,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,Old,6432,ios,11/12/21,08:15:37,1,1537426,1,2,1.984375,2.6015625,3.96875,1.984375,2.6015625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.0078125,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.75,4,3,4,-2.25,0,0.2,0.2,0.133333333,0.4,0.2,0.6,0.533333333,0,0,0,0,13,14,18,5,13,18,17,13,17,4,16,16,14,13,13,5,14,15,13,13,14,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,Old,6436,win,11/12/21,09:24:31,1,1655815,1,1,0.984375,1.3359375,1.65625,1.140625,1.2421875,1.78125,0.203125,0.1171875,0.09375,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-1.46875,-1.984375,-0.1640625,-3.96875,-1.984375,-2.9765625,-1.96875,not run,not run,not run,not run,not run,not run,5.03125,3,2,4,-1.96875,1,1,0.4,0.8,0.6,0.8,0.4,0.733333333,0,0,0,0,6,2,6,21,7,6,14,2,5,7,13,13,17,2,5,14,14,15,18,2,5,6,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,Old,6436,win,11/12/21,11:10:51,1,1690151,1,2,1.796875,1.4765625,3.53125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.328125,-2.2734375,-3.03125,-0.015625,-0.3984375,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,NA,1,NA,1,-2,0.6,0.466666667,1,0,0.8,0,1,0.2,0,0,0,0,3,3,4,19,5,6,7,7,6,21,8,8,15,11,16,11,16,13,19,11,14,18,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,Old,6436,mac,11/12/21,11:24:37,1,1393579,1,1,0.234375,0.1640625,0.21875,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.859375,-1.4765625,-2.96875,-0.015625,-1.7578125,-0.53125,-0.046875,-0.0234375,-2.03125,not run,not run,not run,not run,not run,not run,1.046875,1,0.046875,2,-4,1,0.666666667,0.6,1,0.4,1,0.4,1,0,0,0,0,4,2,4,9,3,6,6,6,6,4,8,11,15,11,8,15,15,15,16,11,11,3,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,Old,6436,mac,11/12/21,12:46:42,1,1580542,1,2,1.765625,2.6015625,1.96875,0.765625,1.1484375,0.65625,0.140625,0.8671875,0.21875,not run,not run,not run,not run,not run,not run,-1.359375,-2.9765625,-3.46875,-0.515625,-0.6796875,-2.28125,-0.046875,-1.9453125,-0.59375,not run,not run,not run,not run,not run,not run,5,1,3,1,-3,0.8,1,1,0,0.8,0.733333333,1,0.733333333,0,0,0,0,6,1,3,15,4,13,13,3,8,8,12,13,16,2,9,14,16,17,19,2,13,14,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,Old,6436,mac,11/12/21,11:56:52,1,1626716,1,1,1.984375,2.9765625,3.96875,0.109375,0.0703125,0.28125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.6015625,-3.96875,-1.484375,-1.8984375,-3.21875,-0.515625,-1.5234375,-2.53125,not run,not run,not run,not run,not run,not run,5.625,2,2,1,-1.375,1,0.866666667,1,0.866666667,0.6,0.933333333,1,0.8,0,0,0,0,12,5,6,15,9,8,13,8,6,14,13,6,16,8,7,8,14,8,15,6,5,14,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,Old,6436,win,11/12/21,13:47:17,1,1994775,1,1,1.984375,2.9765625,3.96875,0.109375,0.3046875,0.21875,0.765625,0.3046875,0.09375,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-0.4921875,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,4,4,2,1,-3,0.8,1,0.8,1,0.8,0.733333333,0.8,0.8,0,0,0,0,1,1,1,19,1,3,11,1,3,19,11,2,21,2,16,16,21,11,21,1,4,17,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,Old,6436,win,11/12/21,15:04:49,1,2674906,1,2,0.640625,1.1484375,3.03125,1.953125,1.5234375,0.40625,1.984375,1.4765625,3.96875,not run,not run,not run,not run,not run,not run,-0.484375,-1.4765625,-1.96875,-0.234375,-0.5390625,-3.96875,-1.484375,-1.4765625,-3.96875,not run,not run,not run,not run,not run,not run,4,1,2,4,-3,0.4,0.466666667,0.2,0.333333333,0.2,0.266666667,0,0.2,0,0,0,0,14,18,17,9,21,3,16,20,17,16,18,3,8,19,15,17,15,2,16,16,12,19,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,Old,6436,win,11/12/21,16:11:21,1,1515445,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.484375,-2.9765625,-3.96875,-1.984375,-0.0703125,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,6,2,4,3,-3,0.6,0.266666667,0.4,0.2,0.2,0.266666667,0.6,0.266666667,0,0,0,0,6,6,6,12,13,9,8,3,3,6,15,13,4,4,4,4,16,16,14,4,8,10,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,Old,6436,mac,11/12/21,15:14:40,1,1846753,1,1,1.984375,1.1015625,1.96875,0.015625,0.3984375,0.03125,0.140625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.765625,-1.7578125,-3.84375,-0.015625,-0.2578125,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,3.1875,1,0.1875,2,-2,1,1,0.8,0.8,0.6,0.866666667,0.4,0.733333333,0,0,0,0,2,2,3,21,6,1,14,1,5,18,13,14,19,3,13,14,17,18,19,5,16,7,18,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,Old,6436,win,11/12/21,19:51:31,1,1815296,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.6328125,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.5,1,2,2,-1.5,0.6,0.466666667,0,0.133333333,0,0.333333333,0,0.2,0,0,0,0,2,2,2,18,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,Old,6436,mac,11/12/21,18:53:45,1,1741772,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.7734375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,6,3,4,3,-3,0.2,0.4,0.2,0.2,0.6,0.666666667,1,0.733333333,0,0,0,0,12,11,10,11,11,12,17,11,11,1,12,21,11,10,11,1,12,1,12,11,12,1,12,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,Old,6400,mac,11/12/21,20:59:26,1,1441642,1,1,0.953125,2.2265625,1.71875,0.734375,0.7265625,0.46875,0.734375,0.9140625,0.46875,not run,not run,not run,not run,not run,not run,-1.421875,-2.2265625,-3.53125,-0.359375,-0.1171875,-3.40625,-0.734375,-0.7265625,-2.15625,not run,not run,not run,not run,not run,not run,2.75,1,1.125,4,-3.375,0.8,0.933333333,1,1,0.6,0.666666667,1,0.866666667,0,0,0,0,6,6,5,12,7,12,12,7,9,18,13,10,14,13,13,7,13,10,15,15,13,17,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,Old,6400,win,11/13/21,05:04:29,1,1253760,1,2,1.015625,1.2421875,2.03125,0.984375,1.3359375,2.03125,0.984375,1.2890625,0.96875,not run,not run,not run,not run,not run,not run,-1.765625,-2.4140625,-3.46875,-0.984375,-0.5390625,-3.03125,-1.515625,-2.1796875,-3.28125,not run,not run,not run,not run,not run,not run,5.625,1,2.125,2,-1.5,0.6,0.866666667,1,0.866666667,0.8,1,0.6,0.866666667,0,0,0,0,4,4,4,14,19,13,5,4,4,19,19,4,15,15,7,14,14,14,21,14,12,10,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,Old,6436,mac,11/13/21,06:22:59,1,1672482,1,1,0.234375,1.5234375,1.46875,0.546875,0.6796875,2.28125,1.015625,0.6328125,3.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.71875,-1.984375,-1.2890625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,2.75,1,0.75,4,-3,0.8,1,0.8,1,0.8,0.8,1,0.8,0,0,0,0,4,1,10,16,8,13,13,11,12,14,12,14,15,9,14,15,13,15,17,10,13,18,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,Old,6434,win,11/13/21,05:21:59,1,1392421,1,2,1.984375,2.9765625,3.96875,0.484375,0.7265625,0.59375,0.109375,0.1640625,0.46875,not run,not run,not run,not run,not run,not run,-1.015625,-0.0703125,-3.03125,-0.015625,-1.4765625,-2.03125,-0.046875,-0.0703125,-2.03125,not run,not run,not run,not run,not run,not run,6,2,3,1,-2,0.8,0.933333333,1,0.933333333,0.6,0.866666667,0.8,0.866666667,0,0,0,0,13,5,4,19,13,4,15,4,5,16,14,3,17,4,5,14,15,6,15,4,5,12,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,Old,6432,and,11/13/21,08:44:08,1,2063869,1,1,1.984375,2.9765625,3.59375,1.859375,2.2265625,3.46875,1.015625,0.4921875,2.03125,not run,not run,not run,not run,not run,not run,-0.734375,-2.2734375,-2.40625,-0.984375,-2.3671875,-2.15625,-1.390625,-2.8828125,-2.65625,not run,not run,not run,not run,not run,not run,7.75,2,4,3,-1.25,0.8,0.866666667,1,0.533333333,0.8,0.6,0.8,0.466666667,0,0,0,0,9,13,11,5,9,11,12,11,13,7,13,13,15,12,14,6,15,15,18,14,14,1,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,Old,6432,and,11/13/21,09:41:17,1,1643825,1,1,1.859375,2.4609375,2.84375,1.796875,2.0390625,3.03125,0.484375,1.9453125,2.96875,not run,not run,not run,not run,not run,not run,-1.421875,-2.6484375,-2.28125,-1.421875,-0.1640625,-2.96875,-1.953125,-1.6640625,-1.96875,not run,not run,not run,not run,not run,not run,7.5,1,3.5,4,-1,1,0.933333333,1,0.8,1,0.733333333,0.2,0.6,0,0,0,0,9,7,10,15,7,4,10,8,13,13,13,11,14,11,13,14,16,14,19,11,16,4,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,Old,6436,win,11/13/21,07:59:49,1,2154294,1,2,0.015625,0.0234375,0.03125,0.984375,1.1015625,0.46875,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.265625,-2.2734375,-2.53125,-1.515625,-1.9921875,-3.09375,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,1.5,1,0.5,2,-4,1,1,1,0.866666667,0.6,0.933333333,0.6,1,0,0,0,0,4,1,5,20,4,4,11,4,11,15,9,10,14,4,11,11,16,14,14,4,11,11,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,Old,6436,win,11/13/21,09:30:29,1,1944942,1,1,1.984375,2.8828125,1.96875,1.890625,1.8515625,2.34375,0.703125,0.3515625,0.96875,not run,not run,not run,not run,not run,not run,-1.515625,-1.7578125,-3.40625,-0.859375,-0.2109375,-3.03125,-0.015625,-2.2734375,-2.15625,not run,not run,not run,not run,not run,not run,1.75,1,0.75,2,-4,1,0.266666667,1,0.933333333,0.8,0.8,1,0.666666667,0,0,0,0,18,8,14,6,11,15,16,12,14,19,18,13,18,10,14,15,16,12,19,12,17,15,19,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,Old,6436,mac,11/13/21,11:08:03,1,1535081,1,2,1.984375,1.2890625,1.28125,1.859375,2.9296875,2.15625,1.984375,2.2265625,0.03125,not run,not run,not run,not run,not run,not run,-0.078125,-1.4765625,-1.96875,-0.515625,-1.1953125,-3.96875,-0.015625,-1.6640625,-1.96875,not run,not run,not run,not run,not run,not run,NA,4,NA,3,-2,0.8,1,0.6,0.933333333,0.6,0.933333333,0.4,0.8,0,0,0,0,3,1,3,18,18,7,8,1,9,13,14,10,12,1,12,13,13,12,18,1,18,9,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,Old,6400,win,11/13/21,10:06:17,1,2206523,1,1,0.984375,1.4765625,2.65625,1.078125,1.3828125,2.15625,0.484375,1.1484375,1.90625,not run,not run,not run,not run,not run,not run,-1.703125,-2.7421875,-3.46875,-1.765625,-0.7734375,-2.71875,-0.234375,-1.6640625,-3.03125,not run,not run,not run,not run,not run,not run,5.3125,3,2,1,-1.6875,0.6,1,0.6,0.933333333,0.8,0.8,0.6,0.8,0,0,0,0,7,1,7,13,3,2,5,1,5,14,3,2,9,1,7,14,10,2,14,1,12,12,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,Old,6436,win,11/13/21,10:33:56,1,2134767,1,1,1.953125,2.9296875,3.96875,1.453125,2.1328125,3.71875,0.265625,0.8671875,0.34375,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.7109375,-3.96875,-1.765625,-2.6484375,-2.28125,not run,not run,not run,not run,not run,not run,5,3,2,3,-2,0.6,0.866666667,1,1,1,0.933333333,0.2,0.8,0,0,0,0,2,1,14,16,3,1,8,1,14,21,11,1,15,1,13,18,13,6,15,1,13,5,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,Old,6400,win,11/13/21,10:43:12,1,1865036,1,2,1.484375,2.5078125,3.46875,1.515625,2.5078125,3.53125,1.515625,2.5078125,3.46875,not run,not run,not run,not run,not run,not run,-1.515625,-0.0234375,-0.03125,-0.015625,-1.0546875,-0.03125,-0.015625,-1.5234375,-0.03125,not run,not run,not run,not run,not run,not run,7.5,1,4,4,-1.5,0.4,0.2,1,0,0.6,0,0.8,0,0,0,0,0,12,10,9,7,12,14,14,10,9,8,13,16,16,8,10,3,17,19,18,8,8,3,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,Old,6436,win,11/13/21,13:11:08,1,1639852,1,1,1.921875,2.7421875,1.84375,0.453125,1.8984375,0.40625,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.953125,-2.9765625,-3.78125,-1.984375,-0.4453125,-3.53125,-1.890625,-2.8359375,-3.96875,not run,not run,not run,not run,not run,not run,4,1,0.5,3,-1.5,0.8,0.933333333,1,1,0.8,0.8,0.6,0.533333333,0,0,0,0,4,4,5,6,6,10,6,4,6,18,12,10,16,5,14,14,14,17,19,4,16,6,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,Old,6436,win,11/13/21,16:27:40,1,1621164,1,1,1.984375,2.9765625,3.96875,0.015625,0.0234375,0.09375,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-2.6953125,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,3.1875,1,0.0625,4,-1.875,0.8,1,0.6,1,0,0.866666667,0.4,0.8,0,0,0,0,11,1,1,17,4,1,14,3,1,13,14,1,16,6,7,6,15,11,16,5,16,11,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,Old,6436,win,11/13/21,18:21:16,1,1575892,1,1,1.859375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.734375,-2.9765625,-3.96875,-1.984375,-0.1640625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5,4,2,3,-2,1,0.8,1,0.866666667,0.8,0.6,1,0.6,0,0,0,0,12,13,12,13,13,5,14,13,13,13,13,4,14,14,13,13,15,4,14,14,13,14,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,Old,6436,win,11/30/21,12:32:02,1,1811058,1,2,1.953125,2.9765625,3.71875,1.359375,0.7265625,2.71875,0.828125,1.9453125,1.65625,not run,not run,not run,not run,not run,not run,-1.859375,-2.9296875,-3.90625,-0.984375,-0.5859375,-3.46875,-0.359375,-1.1015625,-3.21875,not run,not run,not run,not run,not run,not run,7.75,3,3,2,-0.25,0.8,1,1,0.866666667,0.8,0.8,1,0.6,0,0,0,0,2,2,2,17,4,5,6,3,8,20,12,2,13,3,5,15,15,13,18,3,8,15,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
