subjectid,ageGroup,inquisit.build,computer.platform,startdate,starttime,sessionid,elapsedtime,completed,taskOrder,IP12_1,IP12_2,IP12_3,IP13_1,IP13_2,IP13_3,IP14_1,IP14_2,IP14_3,IP15_1,IP15_2,IP15_3,IP16_1,IP16_2,IP16_3,IP12_1_loss,IP12_2_loss,IP12_3_loss,IP13_1_loss,IP13_2_loss,IP13_3_loss,IP14_1_loss,IP14_2_loss,IP14_3_loss,IP15_1_loss,IP15_2_loss,IP15_3_loss,IP16_1_loss,IP16_2_loss,IP16_3_loss,TotalWinAmount,finalN_reward,finalReward_reward,finalN_loss,finalReward_loss,hitrate_N1,CRrate_N1,hitrate_N2,CRrate_N2,hitrate_N3,CRrate_N3,hitrate_N4,CRrate_N4,hitrate_N5,CRrate_N5,hitrate_N6,CRrate_N6,mentaldemand_1,physicaldemand_1,temporaldemand_1,performance_1,effort_1,frustration_1,mentaldemand_2,physicaldemand_2,temporaldemand_2,performance_2,effort_2,frustration_2,mentaldemand_3,physicaldemand_3,temporaldemand_3,performance_3,effort_3,frustration_3,mentaldemand_4,physicaldemand_4,temporaldemand_4,performance_4,effort_4,frustration_4,mentaldemand_5,physicaldemand_5,temporaldemand_5,performance_5,effort_5,frustration_5,mentaldemand_6,physicaldemand_6,temporaldemand_6,performance_6,effort_6,frustration_6
109,Young,6434,mac,10/7/21,12:42:22,1,1413139,1,1,1.984375,2.9765625,3.96875,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-0.140625,-1.2421875,-0.03125,-0.015625,-0.0234375,-1.03125,not run,not run,not run,not run,not run,not run,2.5,1,1.5,1,-4,1,1,1,1,0.6,0.8,0.4,0.933333333,0,0,0,0,1,1,1,21,1,1,7,1,3,21,7,5,8,1,5,13,13,11,14,2,5,6,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,Young,6434,mac,10/7/21,11:44:15,1,1425503,1,2,1.984375,2.9765625,3.96875,0.015625,1.5234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.234375,-2.2734375,-1.96875,-1.515625,-0.7734375,-2.09375,-0.953125,-1.8515625,-0.46875,not run,not run,not run,not run,not run,not run,6,1,3,2,-2,0.6,0.4,0.6,0.533333333,0.8,0.933333333,0.8,0.8,0,0,0,0,17,3,13,4,15,15,17,6,14,5,14,8,13,7,13,13,14,10,15,9,12,15,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,Young,6434,win,10/7/21,14:44:22,1,1627560,1,2,0.796875,1.8515625,1.71875,0.984375,1.1015625,2.46875,1.109375,2.2265625,0.34375,not run,not run,not run,not run,not run,not run,-0.484375,-2.8828125,-3.78125,-0.890625,-0.0234375,-3.03125,-1.984375,-2.6484375,-2.78125,not run,not run,not run,not run,not run,not run,5,1,3,1,-3,0.6,0.666666667,0,0.4,0.4,0.6,0.2,0.666666667,0,0,0,0,6,1,6,14,6,1,10,1,11,7,9,9,15,6,9,11,14,7,20,5,7,12,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Young,6434,win,10/7/21,14:50:23,1,1853309,1,1,1.859375,2.2265625,3.84375,0.984375,2.6484375,3.53125,0.984375,1.4765625,2.96875,not run,not run,not run,not run,not run,not run,-1.359375,-2.3203125,-3.53125,-1.890625,-2.0859375,-3.78125,-1.015625,-0.5859375,-3.03125,not run,not run,not run,not run,not run,not run,6.5,3,3,3,-1.5,0.4,0.933333333,0.8,0.733333333,1,0.866666667,0.8,1,0,0,0,0,14,3,13,7,12,12,12,2,12,14,12,5,15,2,12,14,12,7,17,2,12,14,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,Young,6434,win,10/7/21,14:50:23,1,1684439,1,2,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-2.6015625,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,3.5625,1,0.0625,1,-1.5,0.6,0.933333333,0,0.933333333,0.4,1,0.4,0.933333333,0,0,0,0,14,7,7,14,11,13,14,8,9,1,15,14,21,7,7,3,15,16,17,6,7,3,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,Young,6432,and,10/7/21,14:54:40,1,1533899,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-0.015625,-1.5234375,-2.03125,-0.015625,-1.4765625,-0.09375,-1.015625,-0.7734375,-1.03125,not run,not run,not run,not run,not run,not run,4,3,3,1,-4,0.2,0.266666667,0.4,0.6,0.4,0.2,0.4,0.266666667,0,0,0,0,21,1,21,1,21,21,21,1,9,9,21,21,17,1,1,13,9,6,11,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Young,6436,win,10/7/21,14:57:19,1,1694625,1,1,1.984375,2.9765625,3.96875,0.890625,1.4296875,1.96875,0.859375,1.3828125,2.53125,not run,not run,not run,not run,not run,not run,-1.984375,-2.8828125,-3.96875,-0.484375,-2.7890625,-3.78125,-0.515625,-1.8515625,-3.40625,not run,not run,not run,not run,not run,not run,6,3,3,1,-2,1,1,1,1,0.4,0.866666667,0.2,0.933333333,0,0,0,0,7,1,6,21,16,9,14,14,14,21,21,9,21,21,21,1,21,16,21,21,21,1,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Young,6434,win,10/7/21,13:57:22,1,1463212,1,2,1.296875,2.2265625,3.65625,0.640625,2.6484375,2.53125,0.390625,0.3046875,1.71875,not run,not run,not run,not run,not run,not run,-0.390625,-2.8359375,-3.09375,-0.390625,-0.4921875,-3.65625,-1.640625,-0.7265625,-3.53125,not run,not run,not run,not run,not run,not run,4.15625,3,0.65625,4,-1.5,0.4,0.133333333,0.2,0.6,0.6,0.333333333,0.6,0.2,0,0,0,0,21,16,20,19,8,19,20,15,21,20,17,21,19,16,21,20,17,6,16,13,20,18,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,Young,6436,win,10/7/21,12:02:37,1,1504241,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.8515625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,7,4,4,3,-2,0.2,0.666666667,1,0.933333333,0.6,0.8,0.6,0.733333333,0,0,0,0,16,1,15,3,7,14,17,1,15,19,15,8,15,1,7,17,18,6,15,1,15,17,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Young,6434,win,10/7/21,15:06:25,1,1904757,1,1,1.984375,2.9765625,3.96875,1.984375,2.7890625,2.96875,0.515625,0.6796875,1.53125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.5390625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,2,1,0.75,3,-3.75,0.8,1,0.6,0.666666667,0.6,0.933333333,0,0.866666667,0,0,0,0,6,1,3,20,10,1,11,11,12,6,11,3,12,5,8,11,11,5,11,4,13,5,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Young,6434,mac,10/7/21,14:12:43,1,1388425,1,2,1.921875,2.9765625,3.90625,1.921875,2.9296875,2.96875,1.984375,2.8359375,3.78125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.3828125,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.75,2,3,2,-2.25,0.8,0.6,1,0.866666667,0.6,0.666666667,0.6,0.666666667,0,0,0,0,15,11,16,11,11,15,16,8,15,15,11,18,21,11,18,6,21,21,21,1,19,5,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,Young,6434,win,10/7/21,15:13:24,1,1365323,1,1,1.578125,2.5078125,3.65625,1.828125,2.4609375,2.96875,0.078125,0.3515625,1.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.1484375,-3.96875,-1.484375,-2.6015625,-3.65625,not run,not run,not run,not run,not run,not run,6,3,2,4,-1,1,0.933333333,1,0.933333333,0.6,1,0.4,0.866666667,0,0,0,0,6,3,4,19,8,6,11,2,5,18,12,8,16,3,6,14,16,13,17,3,11,10,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Young,6434,win,10/7/21,15:13:41,1,1568992,1,2,1.828125,2.9296875,3.53125,1.015625,0.7734375,0.53125,1.015625,1.5234375,2.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-2.4609375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,3.59375,1,0.84375,2,-2.25,1,1,1,0.8,0.8,0.933333333,0.8,0.933333333,0,0,0,0,6,8,10,21,13,1,13,8,12,17,14,12,15,13,16,15,18,15,16,14,16,15,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Young,6432,and,10/7/21,14:14:08,1,1367326,1,1,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-2.7421875,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,7.03125,3,4,4,-1.96875,0.6,0.466666667,0.8,0.8,0.4,0.8,0,0.866666667,0,0,0,0,9,10,10,10,11,11,9,9,12,9,12,10,10,13,8,9,13,10,10,10,13,8,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Young,6434,win,10/7/21,14:16:43,1,1837454,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.5859375,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.5,3,2,3,-1.5,0.8,0.933333333,1,0.933333333,0.8,0.933333333,1,0.866666667,0,0,0,0,5,1,4,16,5,3,6,2,2,19,6,3,11,3,3,16,9,3,14,3,3,15,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,Young,6434,mac,10/7/21,12:19:11,1,1551431,1,1,1.984375,2.9765625,3.96875,1.734375,1.4296875,3.96875,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-1.4765625,-3.96875,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,7,3,4,3,-2,1,0.866666667,1,1,0.6,0.866666667,0.6,0.866666667,0,0,0,0,4,1,1,16,5,5,8,1,3,21,13,8,18,1,4,6,17,16,20,1,1,8,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Young,6432,ios,10/7/21,15:31:45,1,1768697,1,1,1.640625,2.5546875,3.96875,0.984375,2.2734375,2.21875,0.734375,1.0078125,0.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.8828125,-3.90625,-1.921875,-1.8515625,-3.90625,-1.484375,-2.6015625,-3.21875,not run,not run,not run,not run,not run,not run,5,3,2,3,-2,1,0.8,0.8,0.866666667,0.8,0.8,0.6,0.6,0,0,0,0,4,1,6,14,6,3,16,1,5,12,6,4,5,1,5,12,5,3,18,1,2,3,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Young,6434,mac,10/7/21,15:34:06,1,1220164,1,1,1.734375,2.9765625,3.96875,1.984375,2.9765625,1.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.0703125,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,4.25,3,3,4,-3.75,0.4,0.866666667,0.4,0.866666667,0.4,0.866666667,0.6,0.733333333,0,0,0,0,21,1,13,4,14,17,15,1,13,6,14,16,17,1,14,4,14,17,13,1,13,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,Young,6436,win,10/7/21,13:36:35,1,1844579,1,2,1.984375,2.5546875,3.90625,1.890625,2.8359375,3.46875,0.984375,1.8046875,2.53125,not run,not run,not run,not run,not run,not run,-1.953125,-2.8828125,-3.96875,-1.734375,-0.3984375,-3.90625,-1.234375,-2.6953125,-3.21875,not run,not run,not run,not run,not run,not run,3.875,2,2.625,4,-3.75,1,0.733333333,0.6,0.933333333,0.8,0.933333333,1,0.8,0,0,0,0,9,2,4,17,12,3,13,5,5,15,17,4,15,9,14,18,18,7,18,18,17,19,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,Young,6434,win,10/7/21,12:37:18,1,1422147,1,1,1.578125,2.2734375,2.09375,0.984375,1.6640625,1.21875,0.859375,1.0546875,1.71875,not run,not run,not run,not run,not run,not run,-1.484375,-2.5078125,-3.53125,-0.671875,-2.7890625,-2.78125,-0.140625,-1.5234375,-1.53125,not run,not run,not run,not run,not run,not run,4,2,2,1,-3,1,1,0.8,0.933333333,0.8,0.866666667,0.6,0.8,0,0,0,0,3,1,1,21,2,5,16,1,7,15,17,15,20,1,6,16,19,17,21,4,15,14,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Young,6434,mac,10/7/21,16:11:57,1,1279711,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.6015625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-1.4765625,-3.96875,-1.984375,-2.5078125,-3.96875,-1.984375,-1.4765625,-0.96875,not run,not run,not run,not run,not run,not run,4.125,3,3,2,-3.875,0.8,0.733333333,0.8,0.933333333,0.8,0.933333333,0.6,0.933333333,0,0,0,0,6,1,6,9,6,7,13,1,8,14,13,13,14,1,8,15,13,14,16,1,7,13,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Old,6434,win,10/7/21,17:42:35,1,1632437,1,1,0.046875,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.15625,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.3046875,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,2.1875,1,0.1875,4,-3,0.2,0.666666667,1,0.733333333,0.8,0.8,0.8,0.733333333,0,0,0,0,21,1,8,2,17,15,21,1,9,18,16,7,21,2,14,16,15,12,21,1,15,15,17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Old,6436,win,10/7/21,18:43:14,1,1406097,1,2,1.984375,2.9765625,3.71875,1.984375,2.9765625,2.96875,1.984375,2.9765625,2.96875,not run,not run,not run,not run,not run,not run,-1.859375,-2.9765625,-3.96875,-1.984375,-0.1640625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,4,1,2,3,-3,0.6,0.133333333,0,0.2,0.4,0.2,0,0.2,0,0,0,0,13,8,12,13,12,7,15,13,12,14,9,14,13,10,12,12,12,9,17,14,12,9,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Old,6400,win,10/7/21,22:36:34,1,1351866,1,2,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-1.6171875,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,1.0625,1,0.0625,1,-4,0.8,1,0.8,1,0.6,0.8,0.4,1,0,0,0,0,1,1,3,18,6,2,5,1,3,15,6,3,8,1,5,13,9,6,21,1,6,9,21,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Old,6400,win,10/8/21,02:37:47,1,2502601,1,1,1.921875,1.4765625,3.90625,0.015625,0.0234375,0.03125,0.015625,0.1171875,0.03125,not run,not run,not run,not run,not run,not run,-1.984375,-2.6015625,-3.40625,-0.015625,-1.2890625,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,6,2,4,2,-3,1,1,1,1,0.8,1,0.8,0.866666667,0,0,0,0,1,1,1,21,1,1,4,4,2,21,3,3,19,13,1,14,14,13,21,20,2,18,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Old,6434,mac,10/8/21,04:37:12,1,1957384,1,2,1.984375,2.9765625,3.96875,0.984375,1.4765625,1.96875,1.984375,1.4765625,0.96875,not run,not run,not run,not run,not run,not run,-1.859375,-1.4765625,-3.59375,-1.671875,-0.3984375,-2.46875,-0.484375,-0.4453125,-1.71875,not run,not run,not run,not run,not run,not run,5.25,2,2,4,-1.75,1,0.866666667,0.8,1,0.8,0.733333333,0.8,0.733333333,0,0,0,0,4,1,11,19,4,1,12,1,12,19,13,5,14,2,12,15,14,12,15,2,12,14,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Old,6436,win,10/8/21,06:38:23,1,2114876,1,1,0.484375,2.9296875,1.90625,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.109375,-0.3046875,-0.09375,-0.015625,-2.5546875,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,1.0625,1,0.0625,1,-4,0.8,0.933333333,0.6,1,0.4,0.866666667,0.2,0.666666667,0,0,0,0,5,5,12,17,17,5,16,11,15,17,16,7,18,12,15,14,18,9,20,14,16,10,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,Old,6436,win,10/8/21,06:38:33,1,1380761,1,2,1.734375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-1.96875,-1.984375,-2.5078125,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,7.25,4,4,4,-1.75,0.6,0.8,0.4,0.933333333,0.2,0.866666667,0.4,0.8,0,0,0,0,16,16,15,17,14,3,18,2,12,3,16,11,19,5,8,2,18,17,19,3,13,7,14,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Old,6400,mac,10/15/21,05:14:54,1,1625307,1,1,1.765625,2.6015625,3.90625,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.296875,-1.5234375,-2.03125,-1.515625,-1.0546875,-2.03125,-1.015625,-0.0234375,-2.03125,not run,not run,not run,not run,not run,not run,5.5,1,1.5,3,-1,1,1,0.8,1,0.8,0.8,0.8,0.866666667,0,0,0,0,4,4,7,21,4,2,6,4,5,17,6,3,8,4,8,16,11,4,15,5,4,17,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,Old,6434,win,10/8/21,08:12:30,1,1199583,1,2,0.015625,0.0703125,0.03125,0.140625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-0.3046875,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,3.046875,1,0.046875,1,-2,1,1,1,1,0.4,0.933333333,1,0.866666667,0,0,0,0,5,1,9,21,12,6,12,1,11,21,13,5,20,1,10,4,18,15,21,1,12,17,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,Old,6436,win,10/8/21,08:36:27,1,1621149,1,1,1.984375,2.9765625,3.71875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-0.7265625,-3.96875,-1.734375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,3.5,3,2,4,-3.5,0.6,0.066666667,1,0.066666667,0.2,0,1,0,0,0,0,0,21,19,19,4,18,5,21,19,18,2,20,3,20,3,19,1,21,1,21,1,19,2,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Old,6436,win,10/8/21,09:01:37,1,1658291,1,2,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.484375,0.1171875,0.03125,not run,not run,not run,not run,not run,not run,-1.890625,-2.8359375,-3.96875,-0.984375,-1.8515625,-3.96875,-1.984375,-2.9765625,-1.96875,not run,not run,not run,not run,not run,not run,3.5625,1,0.0625,4,-1.5,0.6,0.4,0.4,0.866666667,0.4,0.666666667,0.8,0.933333333,0,0,0,0,14,13,10,8,10,16,16,14,11,4,15,15,17,12,11,6,15,17,16,12,11,16,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,Old,6400,win,10/8/21,08:10:55,1,1530232,1,2,1.984375,2.9296875,3.96875,1.890625,2.8828125,3.90625,1.546875,2.5078125,3.46875,not run,not run,not run,not run,not run,not run,-1.953125,-2.8828125,-3.90625,-1.890625,-0.0703125,-3.90625,-1.515625,-2.6015625,-3.53125,not run,not run,not run,not run,not run,not run,5,1,3,1,-3,0.8,0.933333333,1,1,0.8,1,1,0.933333333,0,0,0,0,6,1,6,18,7,14,9,3,6,21,13,3,14,5,6,18,16,8,16,4,8,19,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,Old,6434,win,10/8/21,09:16:51,1,1584841,1,2,1.984375,2.9765625,3.96875,1.984375,2.2265625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.921875,-2.9765625,-3.96875,-1.859375,-1.6171875,-3.96875,-1.234375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5.375,4,3,4,-2.625,0.6,0.133333333,0.2,0.466666667,0.2,0.2,0,0.333333333,0,0,0,0,6,2,4,5,6,5,13,13,7,4,12,8,7,6,6,4,13,5,7,3,4,5,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,Old,6434,win,10/8/21,09:24:31,1,2111818,1,2,1.515625,2.9296875,3.03125,1.453125,2.8359375,3.78125,1.765625,2.6484375,3.03125,not run,not run,not run,not run,not run,not run,-1.671875,-2.7421875,-3.03125,-1.015625,-0.0703125,-3.03125,-1.015625,-2.8359375,-3.03125,not run,not run,not run,not run,not run,not run,NA,1,NA,4,-2.625,1,0.933333333,0.8,0.933333333,0.8,0.933333333,0.8,0.733333333,0,0,0,0,1,1,1,19,1,3,3,1,1,18,2,3,5,1,1,17,6,2,5,1,1,15,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,Old,6436,win,10/8/21,09:41:57,1,1595486,1,2,1.890625,2.9296875,3.90625,1.890625,2.8828125,3.84375,1.921875,2.8828125,3.71875,not run,not run,not run,not run,not run,not run,-0.453125,-1.1484375,-0.53125,-1.015625,-0.2109375,-2.53125,-0.765625,-1.0078125,-1.15625,not run,not run,not run,not run,not run,not run,NA,1,NA,1,-0.75,1,1,0.8,0.933333333,0.8,1,0.2,0.933333333,0,0,0,0,4,1,2,21,8,3,7,2,2,9,5,5,10,2,5,16,10,2,19,3,4,5,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,Old,6436,win,10/8/21,06:58:18,1,1740725,1,1,0.828125,1.5234375,1.34375,0.765625,0.9140625,3.03125,0.515625,0.7265625,1.65625,not run,not run,not run,not run,not run,not run,-0.015625,-1.1015625,-2.34375,-0.390625,-0.0234375,-2.90625,-0.015625,-1.1953125,-2.78125,not run,not run,not run,not run,not run,not run,6.5,1,3.5,1,-2,0,0,0.8,0.066666667,0.8,0.666666667,0.8,0.533333333,0,0,0,0,2,2,2,1,1,19,5,4,5,1,12,21,10,4,8,12,12,16,13,9,13,15,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Old,6400,win,10/8/21,10:04:03,1,1171881,1,2,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,0.015625,0.0234375,0.03125,not run,not run,not run,not run,not run,not run,-0.015625,-0.0234375,-0.03125,-0.015625,-0.3984375,-0.03125,-0.015625,-0.0234375,-0.03125,not run,not run,not run,not run,not run,not run,3.0625,1,0.0625,1,-2,1,0.666666667,1,0.866666667,1,0.666666667,0.4,0.8,0,0,0,0,16,9,11,12,14,17,17,12,10,14,21,19,17,12,10,17,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,Old,6434,win,10/8/21,07:13:30,1,1461641,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.46875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-0.484375,-2.5078125,-3.96875,-0.484375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,NA,4,NA,4,-2,1,1,1,1,0.4,0.866666667,0.8,0.866666667,0,0,0,0,7,3,11,21,12,4,5,3,11,21,15,4,17,5,13,5,18,5,13,4,13,18,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,Old,6400,win,10/8/21,10:15:27,1,2811310,1,1,1.484375,2.1328125,1.96875,0.484375,1.4765625,1.96875,0.484375,0.7265625,0.46875,not run,not run,not run,not run,not run,not run,-1.984375,-2.9765625,-3.96875,-1.984375,-2.2265625,-3.96875,-1.984375,-2.9765625,-3.96875,not run,not run,not run,not run,not run,not run,5,1,1,4,-1,0.8,1,0.8,0.866666667,0.8,0.666666667,0.4,0.866666667,0,0,0,0,11,7,11,18,13,6,15,6,11,17,20,11,19,6,11,15,21,14,21,6,11,10,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,Old,6434,mac,10/8/21,07:33:51,1,1359477,1,2,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,1.984375,2.9765625,3.96875,not run,not run,not run,not run,not run,not run,-1.828125,-2.7890625,-3.90625,-1.859375,-2.6953125,-3.78125,-1.484375,-2.7421875,-3.71875,not run,not run,not run,not run,not run,not run,4.25,3,3,3,-3.75,0.8,0.933333333,1,1,1,0.933333333,0.6,1,0,0,0,0,14,1,12,13,16,10,15,1,12,21,21,12,17,1,10,19,21,10,21,1,10,12,21,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,Old,6436,win,10/8/21,10:59:38,1,1706450,1,1,1.390625,2.8359375,2.96875,1.515625,2.0859375,2.90625,1.234375,1.8515625,3.03125,not run,not run,not run,not run,not run,not run,-1.703125,-2.8359375,-3.65625,-1.765625,-1.9921875,-3.65625,-1.796875,-2.8359375,-3.65625,not run,not run,not run,not run,not run,not run,3.5625,1,1.5625,4,-3,0.6,1,0.8,0.8,1,0.8,1,0.733333333,0,0,0,0,13,12,12,13,15,14,15,14,15,16,16,13,17,16,15,18,18,14,18,15,16,17,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
